,GSM1519728_Ji-Batch3-1_PrimeView_.CEL.gz,GSM1519729_Ji-Batch3-10_PrimeView_.CEL.gz,GSM1519730_Ji-Batch3-11_PrimeView_.CEL.gz,GSM1519731_Ji-Batch3-12_PrimeView_.CEL.gz,GSM1519732_Ji-Batch3-13_PrimeView_.CEL.gz
ARSD,5.605801913,5.668910537,5.618984369,5.711994267,5.688368561
ERO1LB,6.287829978,6.307096946,6.391781362,5.585659454,5.844577897
CA9,5.292254936,5.302293928,5.415694702,4.955208895,5.065970199
DMXL1,6.340375986,6.271559239,6.350724418,6.53839084,6.138583528
ORM1,7.364141078,8.312687009,6.760026574,6.888814285,7.145633049
ARSA,6.988806159,7.086795915,7.158750347,7.219919825,7.163212376
C12orf65,7.717155059,7.681889377,7.833999236,7.459293111,7.867150186
HEXA,7.490409016,7.379729566,7.265458296,7.333484003,7.363498039
OGT,9.430627842,9.484785221,5.210699098,9.375205237,6.909188938
CA1,7.849073502,4.37708551,4.463893392,4.532715122,7.314117311
HEXB,10.59706289,10.89311543,10.88134967,10.39433321,10.37104805
ARMCX3,7.916966862,8.131841477,8.17307139,8.010460444,8.414697575
CA6,4.955208895,4.833783651,4.726245147,4.776800315,4.879616116
ARMCX1,5.01245725,5.503911443,5.571881401,5.173068237,5.328483241
CA4,7.963667612,8.823414812,7.72773002,8.572311828,7.589594787
FUT7,8.074197887,8.358045842,7.697532977,7.884552553,7.850051172
FUT6,5.900215998,5.79863154,5.793437334,5.98254468,5.73305736
FUT5,7.47259322,6.945078505,7.307488656,7.308621706,7.304131465
FUT4,7.166855257,7.660742129,7.385031282,7.139377314,7.166315611
FUT3,6.320674423,6.357737086,6.343520846,6.65783273,6.519011791
PNMT,6.310095918,6.454065609,6.512173047,6.732401413,6.48911107
FUT1,5.220057098,5.217455354,5.104837321,5.278384245,5.175146295
COX3,5.017927638,4.827748993,4.671277171,7.064204148,7.885385789
CGGBP1,10.8638432,10.61915463,10.39433321,10.43956723,10.61629738
FUT9,3.780583987,3.961411234,3.80328729,3.867408356,3.864723362
FUT8,6.945323136,6.885633715,7.17595409,6.644350825,6.768631832
GHR,4.16422255,4.346675809,4.323478877,4.238412174,4.214301275
ATP5J2,8.164523523,7.956871729,8.06899297,8.051405383,7.830130018
CCDC83,4.296096684,4.257107772,3.993715109,3.990759264,3.917557916
OR5M3,3.957267323,4.026910551,3.859145097,3.916185373,4.70435049
GSTA1,4.608803508,4.761646938,4.688940814,4.809561888,4.824233129
GSTA2,5.602086721,5.397029674,5.401670981,5.299194711,5.373688908
SF1,7.353351655,7.169119095,6.673622415,7.390209271,7.48531193
BASE,4.846845859,4.81189294,4.445711244,4.43248952,4.577762341
VTCN1,4.541835556,4.445274584,4.620026806,4.487409249,4.460984886
MKX,3.773204199,3.757232717,3.94894394,4.627979513,3.771913623
NCRNA00099,5.522279241,5.840020255,5.53772112,5.381615315,5.605536011
FBLN2,6.677918727,6.747915793,6.802334259,6.584735168,6.67088165
FBLN1,5.455800041,5.393398822,5.324574789,5.512909381,5.483342072
ZNF705A,4.275700812,4.57849688,4.44662913,4.270957052,4.321773377
FBLN7,5.506963141,5.274124093,5.588017272,5.192518998,5.742724559
FBLN5,7.618486456,7.528091933,6.571344941,7.745642202,7.889526926
LOC100132832,5.505990662,5.169152178,5.188662247,5.411460191,5.224315945
IFFO2,8.089240968,7.494539497,7.505229507,7.430046957,7.600193558
GAN,4.020306515,3.943777565,4.082276333,3.860554799,4.237337746
PARP15,7.135707465,6.508779512,7.047674675,7.077678607,6.632209182
OSBPL6,6.023142173,5.881519677,6.111171698,6.107000299,5.995946942
DYNLT1,11.23798159,11.85688786,11.84373441,12.08216711,11.84396445
C2orf72,5.298747311,5.257256812,5.495524258,5.645308159,5.627867807
DYNLT3,8.39153174,8.093128691,8.271569932,8.346671545,8.429357147
STRAP,9.492418784,9.658293736,9.857459763,9.496652707,9.632399732
C1orf84,4.287554063,4.335678938,4.401226067,4.486224385,4.390565552
PXT1,5.567110834,5.642893027,5.472625352,5.574567709,5.654183175
C1orf86,6.209162012,6.493249832,6.187539594,6.288073217,6.266379495
CBFB,8.355273675,8.382954266,8.555622927,8.319134158,8.669106674
KIAA0776,8.384875072,8.343281965,8.066138583,7.86086142,8.342385472
RNF208,6.546854908,6.78147431,6.805061806,7.018822807,6.889588061
C1orf83,6.760026574,6.779831971,6.75090239,6.827732856,6.752206286
KRTAP11-1,4.772018372,4.691029115,4.757899742,4.541327563,4.844998377
PLXND1,7.206611765,8.001107687,7.55827829,7.227739875,7.465450341
LOC445341,4.457882024,4.873730598,4.629038985,4.471725753,4.424514596
C1orf88,4.517729786,4.509853042,4.473471301,4.322898389,4.521384543
C1orf89,5.055721644,5.248993016,5.181281177,5.31552325,5.066995404
AKAP4,4.38784427,4.382019403,4.492637616,4.54302201,4.638650698
ZNF234,4.702360095,4.75333616,5.015251989,4.978243134,5.072496904
STRA8,5.740201359,5.879513823,5.170100061,5.812577186,5.668118563
OR5M1,4.766047752,4.867919997,4.681891878,4.788479261,4.665755358
STRA6,5.905302904,6.032599582,5.769704037,5.941811941,5.767060526
HGC6.3,5.754170298,5.5413751,5.280055628,5.252798878,5.266844696
SCD5,4.294296145,4.195715638,4.437391852,4.380944103,4.382019403
PEX11A,6.424262321,6.123854835,6.090851207,6.410470707,6.144102152
C2orf78,4.58992724,4.4996345,4.400512094,4.438463645,4.126411296
SIGLEC14,8.60580573,8.756326631,8.38342331,8.90695978,8.539941287
PEX11B,8.297518836,8.011264523,8.160097112,8.153062105,8.224015196
CGNL1,4.900382601,4.598920522,4.874500906,4.644640467,4.954470904
PEX11G,6.422155801,6.983533987,6.49455523,6.646766882,6.65564858
SIGLEC11,6.172514819,6.18166905,6.307311485,6.030193355,5.90724906
DBNL,7.677962858,7.820794212,7.53892026,7.683852767,7.519075598
PAFAH1B1,4.588967252,4.67597511,4.715152322,4.701894849,4.818086634
KIFC3,6.800815754,6.805400457,6.805643483,6.920164621,6.993872952
PAFAH1B3,7.889157519,7.715846776,7.790504253,7.618486456,7.697221381
KIFC1,6.309020424,6.248260317,5.906508118,6.068450363,5.916677053
C10orf125,6.998847827,7.054045738,6.945323136,6.709927681,6.829798145
GH1,5.324336257,5.085814561,4.948026138,5.087340379,5.124842307
GH2,5.760118141,5.910571678,5.718497433,6.306295602,5.997723375
C10orf120,3.746835249,3.757795024,3.801798259,3.926969541,3.765652248
GTF2F2,7.726458242,7.784671853,7.817275098,7.659263559,7.806066703
EVC,6.198163851,6.116167753,6.155521235,6.131891321,6.115897106
C10orf129,4.98887829,5.031506919,4.895676561,5.042173059,4.90845379
C10orf128,6.753513695,6.514350211,6.477907082,7.150315198,6.703280995
SFN,7.265762118,7.530854857,7.467837669,7.589249108,7.535843802
CYLD,10.61915463,10.71827002,10.66622924,8.586571351,10.5556913
EID3,5.59739126,5.450838708,5.676766844,5.84922488,5.830220363
SYNPO2,4.607159256,4.547894965,4.519399433,4.624681806,4.342773229
HCRTR1,6.12785003,6.045476426,6.085203199,6.497041533,6.397427026
ACTB,4.747664701,4.725771676,4.719318156,5.315211312,7.581394033
OR4B1,4.03618922,4.096767854,3.982057468,4.193229276,3.99748557
STARD10,6.850468994,6.842962048,6.675113661,6.696145104,6.55293272
TOMM5,8.750429121,8.292415908,8.541352324,8.808799849,8.495573689
DMRT2,4.069073933,4.018371817,4.014581548,4.044770651,3.987598375
DMRT3,4.571580964,4.754567093,4.732687094,4.846209631,4.562431729
GAL3ST3,5.887706831,5.926638257,5.908545954,5.909793626,5.755400298
PROS1,4.805564672,5.065970199,5.27084738,4.838610683,5.778922676
AMAC1L2,7.180614353,6.988806159,7.263419775,7.482193874,7.184078205
AMAC1L3,6.554298347,6.336042152,6.505451426,6.511904014,6.408297839
OR52E4,5.6831014,5.251225292,5.223793074,5.331993839,5.45892458
C10orf32,8.591771701,8.543426479,8.646650443,8.684213075,8.540833025
LOC402778,6.003448341,5.990345623,6.230866635,6.009225935,5.809815881
ARHGEF10L,6.945611683,7.248317076,6.971249794,6.834488388,7.05148621
NCKAP5L,6.867294012,7.089560194,6.718118657,6.601580223,6.784508153
HSFY1,4.223578129,4.263296302,4.23059292,4.213241545,4.242994798
THOP1,7.467837669,7.454659081,7.293763235,7.415223821,7.383566363
MT1X,8.53686499,8.179224884,8.39921864,8.201891766,8.280292561
SUCNR1,5.076262047,5.769942359,5.630640443,5.387623798,5.711727527
PLA2G12B,5.703406865,5.638473062,5.760118141,5.671047619,5.645757053
PLA2G12A,7.114753722,6.955835601,7.154606369,7.164057491,7.25446294
HSBP1L1,6.517394327,6.785388588,6.725902598,6.683078453,6.891729156
MT1M,5.184494312,4.954738213,4.847791625,4.935554303,4.784440791
STARD9,6.008221242,5.706609619,5.918066633,5.3354843,5.455025878
MT1H,6.529064619,6.687103153,6.720543714,6.875209911,6.63699012
SF3A1,8.862393083,8.894134276,8.96239174,8.886012974,8.734663109
SF3A2,8.182728084,8.038829879,8.089690211,8.059535171,8.153518407
SF3A3,9.329022531,9.115672726,8.946793398,8.797593233,8.975090566
MT1E,7.359084685,7.432674917,7.225014171,7.490409016,7.550527575
MT1F,8.112760383,8.140567194,7.947554103,8.025791768,7.891248005
TNKS2,7.314117311,7.570275118,7.568639259,6.979536351,7.255687634
LOC199899,4.130312953,4.239924575,4.551676191,4.265463007,4.198228075
MT1A,5.169630015,5.094405952,4.889187485,5.261518252,5.401346602
MT1B,6.935273113,6.673622415,6.590054356,6.782480453,6.852853334
CYP26A1,4.529851672,4.473959621,4.026582872,4.383101996,4.442122492
MCTP2,8.146665066,8.187015613,7.679680824,7.764116312,7.277370427
ZNF184,6.61815132,6.694286625,6.83747357,6.90703494,6.740433206
ZNF187,5.91264288,5.632835541,5.881048519,5.711994267,5.6492492
SUV39H2,4.984281153,4.906303391,4.93806117,4.760304985,4.793902682
ZNF181,5.736038939,5.807590273,5.909579834,5.815510079,5.665864353
ZNF180,6.949108588,7.013271849,7.316076468,7.233564604,7.014925557
ZNF182,7.369112742,7.280935734,7.235674494,7.124269331,7.032885295
ARMCX4,4.56954705,4.562229878,4.550203563,4.481322946,4.453418702
ZNF189,6.917642479,7.1373821,7.070652635,6.617894045,6.970549674
GREB1,4.477208911,4.322898389,4.482371175,4.425708582,4.347462099
TIFA,7.710506587,7.697733344,7.475841677,7.52127712,7.129880911
ZNF25,6.63699012,6.740977312,6.878705152,6.488907444,7.04609781
ZNF24,6.77832909,6.340375986,7.086795915,6.694286625,6.614099883
LYRM1,8.519473217,8.8272732,8.676843953,8.700867433,8.712203133
MRE11A,5.274905203,5.307617268,5.232746897,5.157010985,4.895676561
ZNF20,7.383343873,7.498874836,7.440851132,7.601974444,7.474406492
ZNF23,5.745711853,6.341316535,6.300549767,6.104091629,5.828827702
ZNF22,8.386728213,7.866452108,7.8357979,7.912473122,8.090586726
BLVRB,10.9605623,12.01082288,11.74686703,11.95472282,11.91385238
BLVRA,8.556088311,8.836280248,8.749870279,8.637872047,8.704657583
GLTPD2,6.671090591,6.562742046,6.609622022,6.939551443,6.606337692
GLTPD1,7.72094755,7.7247443,7.686268345,7.694872911,7.936039696
CSPG4P1Y,4.639288425,4.780822378,4.93605153,4.688691208,4.769030892
EPOR,4.675278968,4.602644044,4.772018372,4.690770456,4.772568555
WBP2NL,4.926533437,5.13603824,5.180810681,5.056784034,5.086600482
SEMA5B,5.920429418,5.677003711,5.568883486,5.754666362,5.805523057
SEMA5A,4.936307092,4.736015115,4.93729594,5.025238003,4.915555535
SH3TC2,4.892295238,4.968035163,4.851342498,4.749422553,4.919304854
SH3TC1,7.172822065,7.172587191,7.10771552,7.242636396,7.235941879
PLCXD3,3.872147332,3.920912838,4.019349215,3.917977236,3.894980615
CDCA8,5.398367876,5.38283905,5.466949236,5.459868471,5.186766958
LYNX1,6.560513518,6.461544259,6.429759829,6.377825874,6.537637962
BBS10,6.227577892,6.496608455,6.868975453,6.734525578,6.348448184
TRIM77,4.681114373,4.62130999,4.879132504,4.54275088,4.559633442
BBS12,5.235523903,5.173352687,5.140331691,5.157505948,4.892079626
HS6ST1,6.409093212,6.479377722,6.55737606,6.373922003,6.374649033
HS6ST2,3.988334014,4.069961706,4.052899887,3.958663741,4.031519455
HS6ST3,4.537376065,4.49492632,4.486468576,4.581227167,4.543770069
SNORA3,5.586162862,5.596431782,5.68960067,5.606542873,5.595890247
STARD5,4.806026677,4.943738274,4.614823602,4.767228496,4.917760264
MYH8,3.983839558,4.109096114,4.123813374,4.029100142,3.934767811
PROSC,9.072996565,8.74581562,8.645575259,8.880783034,8.849548319
SNORA6,5.547684376,5.33069589,5.158766468,5.148843136,4.897628216
LOC100506797,5.89284513,5.384815845,5.654665545,5.360790212,5.341358755
MOAP1,9.020756307,9.034651011,9.161734259,8.96239174,9.22755992
ZNF239,5.883374286,5.813972591,6.173801841,5.824400393,6.276074003
ZNF238,5.42278646,5.495234926,5.718717887,5.766145681,5.466421667
UBL4B,5.385943266,5.438604857,5.429296918,5.519407638,5.431006826
ZNF236,5.259098122,4.928701586,4.981869278,5.409220333,5.011993362
ZNF235,6.847884544,6.678131447,6.531969224,6.432627313,6.361663774
UBL4A,7.350906989,7.27357561,7.327798188,7.239204658,7.373938077
TCERG1,8.001868342,8.092290029,7.913537142,7.645124605,8.026202767
ZNF232,6.082802945,6.199340266,6.228844229,6.022674159,5.883134137
SNORA71D,6.35955526,6.275498706,6.284173781,6.271816025,6.263508346
CNBP,11.07342175,12.03119335,11.6543252,11.80706053,11.9945834
RNPEP,10.13329447,10.40138098,9.844613437,9.590158774,9.480813464
ABCG5,4.659958573,4.467106264,4.397405852,4.3932446,4.320628802
SRRM5,4.17772014,4.003198808,3.863036989,4.121522433,4.341610033
HCRP1,4.369667516,4.715582989,4.619797502,4.383662848,4.336536397
LOC391322,6.898356509,6.702232007,6.927366615,5.656806002,6.119814917
RNF113B,5.654665545,5.426524934,5.17357925,5.380239657,5.446547595
CSRNP3,3.978405457,3.978405457,4.035621262,3.812482794,3.828271001
RNF113A,9.932471964,9.760195837,9.802239329,9.552192859,9.612388396
INTS12,7.780244378,7.669706639,7.880488545,7.680308409,7.447577024
INTS10,8.718142696,8.613154545,8.705874477,8.497793997,8.617340922
SEMA4G,5.485100295,5.317144311,5.535123905,5.536792416,5.3724545
FAM75C1,4.711215548,4.706853708,4.862606268,5.114228123,5.026440921
CERCAM,5.802766275,5.989823329,5.844971927,5.806642889,5.885555609
FAM35A,9.719960606,9.559509995,9.774128743,9.421296836,9.637257474
RANBP9,10.42728594,10.85923325,10.85686867,10.47790624,10.67013984
CCDC81,5.700883008,5.737011952,5.646007738,5.954479285,5.692577636
NAE1,9.234805193,8.880104704,8.982865726,9.043735505,9.065320895
RANBP6,7.53366445,7.583251912,7.698567888,7.418723528,7.57949098
RANBP1,8.541352324,8.498701171,8.609399188,8.485950725,8.61574771
RANBP3,6.81087924,7.196203747,7.133028656,6.87368383,7.020727477
RANBP2,8.143721858,8.459569395,8.452375183,8.15872547,8.210654419
ST7,6.544212125,6.71162548,6.407502176,6.678131447,6.50905885
TXN2,9.491150648,9.483413466,9.352449107,9.632399732,9.60067686
TMEM9,7.567146545,7.56654094,7.506093866,7.850487557,7.836190257
AGAP2,8.040042842,8.157454368,8.043161704,7.872404686,7.88841825
AGAP3,7.690872897,7.626851589,7.460814964,7.492609811,7.972819537
AGAP4,9.01143632,8.809553892,8.970939017,8.943492537,8.817963162
GXYLT1,6.117638563,6.209425014,6.148531626,6.134452107,6.004795225
GXYLT2,4.128859648,4.497753398,4.329181648,4.301951695,4.198228075
TAPT1,5.674492916,5.775927688,6.104374098,5.958341575,5.828563906
ISPD,3.830770717,3.905599627,3.804894576,3.765056221,4.856905532
OR10AG1,5.064450478,5.134986754,4.926533437,5.010519281,4.835685931
TMEM2,9.02544006,9.18911039,9.133500129,8.693720985,8.873586093
TSPO,7.193515979,6.157981931,8.685196804,9.89601052,10.72555483
TMEM5,5.592172328,5.482405083,5.547401977,5.07298111,5.291465948
ACTL8,6.30396985,6.332183925,6.641337686,6.649390234,6.233721151
CCL4L1,5.948110054,5.671780731,5.678875479,5.640437817,5.682835366
CSPP1,6.900006234,6.849206052,7.21858177,6.920733052,7.010180003
LRRN4,5.700626869,6.06973786,5.216426287,5.513840501,5.381122547
TRAM1,11.77112154,11.08984951,11.92869045,11.59991714,11.70363572
GDPD3,7.325017694,7.328889699,7.257510667,7.100085759,7.066063057
BASP1,4.73198878,4.756906316,5.164128991,6.033528956,9.328919491
SLC23A2,6.713260678,6.732600394,6.78605287,6.922744511,6.882025307
SLAMF9,6.391003209,6.04771941,6.156513437,6.336329648,6.148836799
GDPD5,7.642496019,7.409136343,7.654352869,7.668400918,7.61144031
SLAMF7,6.906217096,5.841476195,6.596186445,6.535339275,5.987740706
SLAMF6,6.842175159,5.756954152,6.009472042,5.962835648,5.713820327
KCNRG,5.080826441,5.093854922,5.258909538,5.0624784,5.006365935
SLAMF1,6.930374038,6.389149808,6.870247462,6.872062243,6.682505466
TGFB1,8.777444687,8.610292841,8.762449688,8.610820706,8.514104517
TGFB2,5.25254682,5.188405518,5.394336416,5.057966499,5.153209052
TGFB3,4.833064296,4.647912773,4.71381971,4.696041864,4.691453483
C17orf99,5.641480484,5.927237157,6.041519098,5.743796698,5.810389766
C17orf98,4.895676561,4.704187292,4.779571415,4.898670712,4.757196659
FGD4,7.236500618,7.179717592,7.21907389,6.813267004,6.960332671
C17orf95,9.564410184,9.451947645,9.348439201,8.882622629,9.295640622
PON1,4.625644554,4.635484853,4.473746372,4.589202324,4.560105742
C17orf97,5.120395518,5.688874151,5.066422908,5.108663364,5.386913027
C17orf96,5.832967249,5.601008991,5.743537915,5.820250611,5.42753343
LOH12CR1,5.932095013,5.825522567,5.767715606,5.687858055,5.939356495
C17orf90,6.959926584,7.032358686,6.535895573,7.012776705,6.82602911
FGD6,6.293352404,6.563409773,6.343022771,6.176208754,6.298283152
TMEM132D,4.701660022,4.730284811,4.542534118,4.720545627,4.616753677
HOXD4,4.942735839,4.603100498,4.703635722,4.954738213,4.974305492
F13A1,8.55302193,9.311250378,9.820198795,9.083928179,9.462022734
PON2,6.838299076,6.805888648,6.871532944,6.262791267,6.372135691
UIMC1,7.170688988,6.983288256,7.086532126,6.871808984,6.725099707
KRTAP5-1,6.434876746,6.405220218,6.406941186,6.44137716,6.34277499
LPHN3,5.079279399,5.041183445,5.154091508,4.835421126,4.950399171
COMMD10,7.081979468,7.089311779,7.194116121,7.251596703,7.061829376
LPHN1,7.109164402,7.191452501,7.429245278,7.322271753,7.457523777
HDGFRP3,5.805523057,5.208105378,5.719273792,5.05202092,5.674243291
NOP58,8.76600577,8.431712398,8.581703889,8.405781675,8.633376278
C6orf108,8.515227895,8.401098313,8.319134158,8.238483598,8.468009752
C6orf106,8.19863928,7.900037035,8.057676683,7.990260352,7.854405837
C6orf105,6.415229607,6.421116016,5.971495126,6.295602107,6.552182352
YWHAQ,8.510004649,8.834221135,8.846494845,9.203361289,9.189908009
C6orf103,4.02484752,3.883028129,3.974353085,3.920912838,4.096767854
OR5F1,4.845752562,4.366327254,4.329895432,4.43177357,4.517181049
ETS2,8.341788989,8.609399188,8.242400967,8.149097522,7.858314237
YWHAH,11.05715949,11.18448715,11.77547443,11.10214727,11.19018128
ETS1,6.239052902,5.710266465,6.113428821,5.774624524,5.780836481
SHPK,5.860738026,5.845971786,5.831991431,5.546884856,5.982265786
TMEM132C,7.269966998,7.241341134,7.105202113,7.106603226,7.185946472
C1orf85,7.719251452,8.062921112,7.938340715,7.269966998,7.981257573
YWHAB,7.240300254,5.157588494,7.20881027,8.73063285,9.89601052
FCRL1,7.793025322,7.333770258,8.157784029,8.412848975,8.167805653
FCRL2,7.030675507,6.579357157,6.752206286,6.790319446,6.821539611
FCRL3,10.28567316,9.693381854,10.27897493,9.491150648,10.07974551
FCRL4,3.885026825,4.364443491,3.941659331,4.016322926,3.949595922
FCRL5,6.133321271,5.336186031,6.294621484,6.357493298,5.55224964
FCRL6,7.133586309,6.654520821,7.005310259,6.843420129,6.741455312
YWHAE,5.204243466,4.956003549,4.934565362,4.963798021,5.058441102
SSNA1,8.735196125,8.646082292,8.621643439,8.72062162,8.447416545
FCRLA,7.284710067,6.896659723,7.314117311,7.598883424,7.41987521
FCRLB,5.633059417,5.40947999,5.28211706,5.472125381,5.29988323
FAM163A,5.147383784,5.246486554,5.169864803,5.345809076,5.467653384
CHRM3,5.691372736,5.706350576,5.762229953,5.915082069,5.985826025
GLRB,3.96332401,3.898740464,3.879059513,3.891467565,3.782431424
CHRM1,5.439887445,5.420348239,5.328203773,5.397861168,5.345020806
HSPC072,3.771913623,3.760513384,3.889967907,4.779820369,4.681391224
MGAT1,9.269948253,9.169254997,9.203361289,9.349389356,9.184078988
MGAT2,7.661385359,7.522222333,7.660046912,7.532703697,7.520959215
MGAT3,6.71162548,6.38735164,6.674216639,6.575444239,6.557901038
MGAT5,4.612935925,4.781495683,4.967512394,4.835037311,4.813248458
GLRX,9.289060335,8.616867401,8.739924574,8.861841419,8.371777768
PABPN1L,4.947557563,5.324574789,4.907407034,5.074922047,5.177364002
PDCD1LG2,5.047949705,5.042443213,5.077393225,4.924366332,4.817124165
VTN,5.416389154,5.406044528,5.675740921,5.990852746,5.732321543
SLC20A2,6.623119298,6.489859708,6.654024993,6.219808809,6.493713627
CHST10,5.937297576,5.57361013,5.382109211,5.603432738,5.683846166
VAMP3,9.483413466,9.383123178,9.394568449,9.132384346,9.078979291
VAMP2,7.072224434,7.043813713,7.110276009,7.158000528,7.159294502
VAMP5,8.108688128,7.919070278,8.079490038,8.213815478,8.062066866
CHST14,8.49728927,8.624352365,8.685477306,8.583170942,8.860383701
VAMP7,10.83948568,10.80206564,10.98321083,10.66369629,10.57324831
AGAP1,4.948883882,4.736221702,5.090469319,4.939917056,4.665077254
GCDH,7.165831217,7.181341934,6.986570799,7.045619661,7.05451923
VAMP8,10.2107868,10.07816961,10.18220129,10.01768482,10.24050384
ROCK1,7.517398526,7.523142312,7.623697057,7.553535386,7.688871371
ROCK2,7.440306213,7.926579952,8.105901445,7.269009253,7.665555258
MOSC2,4.763605087,4.785202988,4.604694762,4.533249577,4.522104826
MOSC1,8.819871612,9.640349772,9.129624188,8.639576371,9.319457128
ARMCX2,5.411460191,5.442281749,5.474988507,5.221605473,5.500965277
HTR1B,4.516731595,4.279890671,4.430110403,4.566700151,4.444775864
MMP8,4.556873192,7.542680179,4.620800152,5.767715606,5.226877475
MMP9,11.28235438,5.449613522,10.07816961,11.36428874,11.86519391
TGFBI,9.571915346,10.70650967,10.69020014,8.109957192,8.558087706
SLFN5,7.327216834,7.517049993,8.02844802,7.166855257,7.264044442
MMP2,4.837931186,4.902970357,4.872663213,4.809745321,4.908916291
MMP3,4.677425869,4.276855517,4.383101996,4.519399433,4.575435079
AGAP5,8.698400253,8.553920738,8.825909927,8.649354164,8.63229291
TRAPPC2L,7.824697001,7.873447834,7.678567132,7.777788176,7.714279863
BTN2A3,6.587899123,6.675970225,6.72921303,6.756331952,6.612538127
AGAP6,10.53409385,10.31986177,10.44354695,10.29834728,10.18726811
DIS3L,7.078462186,7.262417135,7.556808315,7.266938559,7.479167017
GNPTAB,7.255084876,7.112370766,7.329326511,7.306334839,7.186881522
AMICA1,10.02148948,10.15328465,9.879066414,9.707095903,9.579885563
AGER,7.53919162,7.47851045,7.522840877,7.730739299,7.662039334
PODXL,5.496052211,5.271862871,5.347348751,5.454769069,5.094621766
KCNE1,6.76503262,6.727055384,6.661680937,6.697308615,6.744982209
CAPRIN2,6.338478937,6.03342716,5.934344978,6.149583125,5.996179737
CETN1,5.291711897,5.700626869,5.805752975,5.400643697,5.594657656
CAPRIN1,6.078444491,5.923623307,5.948360503,5.86747003,5.637775186
CCNT1,8.61574771,8.233331471,7.969790004,8.098812541,8.302215809
PLDN,8.027034781,7.875751686,7.047979416,7.878617747,6.78856096
CCNT2,5.878276583,6.06427436,6.146036399,6.07325175,6.071448494
CREBZF,7.094649829,7.146729323,7.499267072,6.929523093,7.083622605
PECAM1,10.59540532,10.7124855,12.0212638,11.90530891,11.22432234
CCL28,4.917028134,4.746436485,4.740585804,4.695562763,4.775416895
CBFA2T3,8.278870886,8.091001087,8.110320537,8.43966028,8.230839421
CBFA2T2,6.807126582,7.02286879,6.513563357,6.507217381,6.705517993
IRF2BP2,8.596893917,9.109666187,8.862393083,8.362919224,8.732328864
IRF2BP1,7.174298059,7.230419273,6.98108651,7.475841677,7.345254249
C9orf89,9.016344297,9.026852122,9.150263137,9.267139821,9.007081026
C9orf84,4.249104812,4.082883181,4.159824,3.964027106,3.944537479
PCLO,4.412656114,4.446860754,4.968483238,4.454172418,4.513673858
C9orf86,8.362512977,8.274761503,8.102564289,8.135456165,8.301703225
EPHX1,5.451786603,5.629368827,5.218734733,5.233517338,5.406799619
FAM166A,5.606975481,5.606074754,5.961593625,5.743266979,5.588548895
C9orf82,6.821539611,6.884721879,7.342363375,6.982143683,7.121339763
DIO1,3.953966584,3.974725904,3.981185273,3.843948838,3.947967885
MC1R,6.652688565,6.383300195,6.363543269,6.225428545,6.596684147
VRK1,6.191151332,5.909579834,5.974425509,6.050182599,6.033978303
H3F3A,4.644030034,4.644030034,4.799143181,4.842915127,6.033528956
VRK3,8.045329633,8.185705763,8.358483787,7.862417231,7.897037181
VRK2,5.707690451,5.880842836,5.801480768,5.688098243,5.698614905
LRRC4,8.446991756,8.446991756,8.236833099,8.672493829,7.86790997
WNK3,4.667253663,5.086600482,5.057699616,4.851667366,5.00980862
LRRC6,7.859044156,6.966487455,8.090586726,7.382402304,7.038273634
VSX2,5.820959023,5.929683543,5.57780959,5.649705991,5.944336922
TXNRD3IT1,4.877353278,4.708467092,4.717408664,4.750406118,4.649664565
LRRC1,5.260745258,5.241139321,5.273650687,5.348208372,5.129871642
WNK4,4.555080089,4.324035731,4.396026571,4.390830862,4.485931473
LRRC3,5.035017417,5.159415117,5.058441102,4.836134294,5.084731182
USP38,7.869065814,8.221859569,8.15174047,7.894162435,7.939675834
USP39,9.22484874,8.929674915,8.981386231,8.915663456,9.046231648
NR2C1,6.67231871,6.856948939,6.827399383,6.417145392,6.593891322
MEFV,8.149097522,8.152640595,7.879404249,7.890194218,7.603285084
USP30,7.158750347,7.445368447,7.383566363,7.170688988,7.23333034
USP31,6.598646683,6.564820007,6.804050465,6.512903078,6.339647657
USP32,8.770179264,9.364956765,9.162548026,9.134275771,8.700157462
USP33,8.795886499,8.911081966,9.049450053,8.670825571,8.801119868
USP34,9.906149946,9.635989991,9.709017279,9.513280874,9.606303134
USP35,5.893088932,5.982775153,5.898184354,6.011584809,5.851408224
SHMT1,6.010298733,5.928903722,6.182697639,5.711994267,6.011081998
USP37,5.438086995,5.361842732,5.120395518,5.467417313,5.188878426
MORN5,4.106112206,4.380441451,4.101505723,4.395776211,4.174742661
MORN4,5.206692294,4.94416938,5.009337886,5.143810305,5.191880811
PLD6,5.574332822,5.507948482,5.678316507,5.786219796,5.549315007
CCDC88B,8.751914493,8.878090397,8.738143162,8.39153174,8.617936125
MORN1,5.79701367,5.726177581,5.515757617,5.632576173,5.738517707
PLD1,6.744321048,6.747241373,6.549525942,6.730578354,6.261393205
MORN3,6.533576845,5.860495116,6.456065659,5.92795341,5.791175115
MORN2,4.082883181,4.345378392,4.322898389,4.006374454,4.319824675
ST20,7.932732865,7.978823061,8.273911886,10.70426778,8.149097522
RPL39L,5.890765803,5.381354082,5.531866654,5.624482929,5.679498931
PPFIBP1,4.338820637,4.412124793,4.593158564,4.352094521,4.423748696
PPFIBP2,5.497464319,5.729638985,6.098061923,6.089193938,6.174012217
C18orf56,7.220151184,7.429245278,7.323690268,7.544974476,7.707853788
